,location,rating,number_of_reviews,date,trip type
55,,,,2017년 11월,가족과 여행함
56,,,,2017년 6월,가족과 여행함
57,,,,2017년 4월,친구와 여행함
58,,,,2017년 9월,나 혼자 여행함
59,,,,2017년 6월,가족과 여행함
60,,,,2017년 1월,커플로 여행함
61,,,,2017년 8월,나 혼자 여행함
62,,,,2017년 11월,가족과 여행함
63,,,,2017년 8월,가족과 여행함
64,,,,2017년 9월,나 혼자 여행함
65,,,,2017년 11월,나 혼자 여행함
66,,,,2017년 8월,나 혼자 여행함
67,,,,2017년 7월,친구와 여행함
68,,,,2017년 6월,나 혼자 여행함
69,,,,2017년 3월,가족과 여행함
70,,,,2017년 8월,가족과 여행함
71,,,,2017년 11월,커플로 여행함
72,,,,2017년 2월,친구와 여행함
73,,,,2017년 11월,가족과 여행함
74,,,,2017년 11월,친구와 여행함
75,,,,2017년 6월,친구와 여행함
76,,,,2017년 11월,커플로 여행함
77,,,,2017년 11월,가족과 여행함
78,,,,2017년 6월,커플로 여행함
79,,,,2017년 11월,가족과 여행함
80,,,,2017년 10월,커플로 여행함
81,,,,2017년 10월,가족과 여행함
82,,,,2017년 2월,가족과 여행함
83,,,,2017년 9월,커플로 여행함
84,,,,2017년 9월,커플로 여행함
85,,,,2017년 4월,가족과 여행함
86,,,,2017년 9월,친구와 여행함
87,,,,2017년 8월,커플로 여행함
88,,,,2017년 8월,친구와 여행함
89,,,,2016년 9월,친구와 여행함
90,,,,2017년 6월,친구와 여행함
91,,,,2017년 8월,가족과 여행함
92,,,,2017년 8월,가족과 여행함
93,,,,2017년 2월,가족과 여행함
94,,,,2017년 7월,친구와 여행함
95,,,,2017년 6월,커플로 여행함
96,,,,2017년 6월,친구와 여행함
97,,,,2017년 5월,친구와 여행함
98,,,,2017년 5월,친구와 여행함
99,,,,2016년 11월,나 혼자 여행함
100,,,,2017년 4월,커플로 여행함
101,,,,2017년 5월,나 혼자 여행함
102,,,,2016년 10월,나 혼자 여행함
103,,,,2017년 3월,나 혼자 여행함
104,,,,2017년 3월,친구와 여행함
105,,,,2017년 3월,커플로 여행함
106,,,,2017년 1월,친구와 여행함
107,,,,2016년 6월,가족과 여행함
108,,,,2016년 8월,나 혼자 여행함
109,,,,2016년 3월,나 혼자 여행함
110,,,,2016년 12월,가족과 여행함
111,,,,2016년 10월,가족과 여행함
112,,,,2016년 1월,커플로 여행함
113,,,,2016년 6월,가족과 여행함
114,,,,2016년 2월,친구와 여행함
115,,,,2016년 11월,커플로 여행함
116,,,,2016년 10월,커플로 여행함
117,,,,2016년 4월,나 혼자 여행함
118,,,,2016년 11월,나 혼자 여행함
119,,,,2015년 12월,가족과 여행함
120,,,,2016년 4월,친구와 여행함
121,,,,2016년 5월,커플로 여행함
122,,,,2016년 7월,나 혼자 여행함
123,,,,2016년 5월,가족과 여행함
124,,,,2016년 1월,커플로 여행함
125,,,,2016년 5월,커플로 여행함
126,,,,2016년 9월,커플로 여행함
127,,,,2016년 6월,친구와 여행함
128,,,,2016년 6월,가족과 여행함
129,,,,2016년 9월,가족과 여행함
130,,,,2016년 9월,친구와 여행함
131,,,,2016년 8월,친구와 여행함
132,,,,2016년 8월,가족과 여행함
133,,,,2015년 9월,가족과 여행함
134,,,,2016년 8월,커플로 여행함
135,,,,2015년 11월,친구와 여행함
136,,,,2016년 6월,커플로 여행함
137,,,,2016년 7월,나 혼자 여행함
138,,,,2016년 6월,가족과 여행함
139,,,,2016년 7월,친구와 여행함
140,,,,2016년 6월,친구와 여행함
141,,,,2016년 6월,커플로 여행함
142,,,,2016년 7월,가족과 여행함
143,,,,2016년 6월,가족과 여행함
144,,,,2016년 1월,친구와 여행함
145,,,,2016년 4월,커플로 여행함
146,,,,2016년 1월,커플로 여행함
147,,,,2016년 5월,커플로 여행함
148,,,,2016년 5월,친구와 여행함
149,,,,2016년 4월,친구와 여행함
150,,,,2015년 9월,가족과 여행함
151,,,,2016년 4월,친구와 여행함
152,,,,2016년 4월,커플로 여행함
153,,,,2015년 5월,나 혼자 여행함
154,,,,2016년 4월,친구와 여행함
155,,,,2015년 11월,커플로 여행함
156,,,,2015년 12월,가족과 여행함
157,,,,2015년 9월,가족과 여행함
158,,,,2016년 3월,나 혼자 여행함
159,,,,2016년 2월,가족과 여행함
160,,,,2015년 6월,친구와 여행함
161,,,,2015년 6월,친구와 여행함
162,,,,2015년 5월,가족과 여행함
163,,,,2015년 3월,친구와 여행함
164,,,,2015년 4월,친구와 여행함
165,,,,2015년 5월,가족과 여행함
166,,,,2015년 2월,가족과 여행함
167,,,,2016년 1월,친구와 여행함
168,,,,2015년 9월,가족과 여행함
169,,,,2016년 1월,나 혼자 여행함
170,,,,2015년 5월,가족과 여행함
171,,,,2015년 12월,가족과 여행함
172,,,,2015년 11월,커플로 여행함
173,,,,2015년 12월,친구와 여행함
174,,,,2015년 12월,커플로 여행함
175,,,,2015년 1월,가족과 여행함
176,,,,2015년 11월,친구와 여행함
177,,,,2015년 8월,친구와 여행함
178,,,,2015년 2월,가족과 여행함
179,,,,2015년 11월,친구와 여행함
180,,,,2015년 4월,나 혼자 여행함
181,,,,2015년 11월,친구와 여행함
182,,,,2015년 1월,가족과 여행함
183,,,,2015년 10월,가족과 여행함
184,,,,2014년 11월,커플로 여행함
185,,,,2015년 1월,친구와 여행함
186,,,,2015년 9월,출장 목적으로 여행함
187,,,,2014년 10월,친구와 여행함
188,,,,2015년 9월,가족과 여행함
189,,,,2015년 8월,나 혼자 여행함
190,,,,2015년 5월,가족과 여행함
191,,,,2014년 12월,친구와 여행함
192,,,,2015년 4월,친구와 여행함
193,,,,2015년 8월,커플로 여행함
194,,,,2015년 7월,친구와 여행함
195,,,,2015년 4월,친구와 여행함
196,,,,2014년 11월,나 혼자 여행함
197,,,,2015년 7월,커플로 여행함
198,,,,2015년 8월,나 혼자 여행함
199,,,,2015년 5월,
200,,,,2015년 4월,
201,,,,2014년 8월,
202,,,,2013년 12월,
203,,,,2013년 8월,
204,,,,2014년 6월,
205,,,,2013년 8월,
206,,,,2013년 11월,
207,,,,2013년 11월,
208,,,,2013년 6월,
209,,,,2011년 12월,
210,,,,2019년 11월,
211,,,,2019년 11월,
212,,,,2018년 12월,
213,,,,2017년 6월,
214,,,,2017년 5월,
215,,,,2016년 6월,
216,,,,2016년 11월,
217,,,,2016년 10월,
218,,,,2016년 9월,
219,,,,2016년 8월,
220,,,,2016년 8월,
221,,,,2016년 5월,
222,,,,2015년 5월,
223,,,,2015년 5월,
224,,,,2015년 8월,
225,,,,2014년 12월,
226,,,,2014년 4월,
227,,,,2014년 8월,
