,location,rating,number_of_reviews,date,trip type
150,,,,2016년 8월,가족과 여행함
151,,,,2016년 8월,친구와 여행함
152,,,,2016년 6월,나 혼자 여행함
153,,,,2016년 8월,커플로 여행함
154,,,,2016년 8월,나 혼자 여행함
155,,,,2016년 8월,가족과 여행함
156,,,,2016년 8월,친구와 여행함
157,,,,2016년 6월,가족과 여행함
158,,,,2016년 7월,친구와 여행함
159,,,,2016년 7월,가족과 여행함
160,,,,2016년 7월,나 혼자 여행함
161,,,,2016년 6월,가족과 여행함
162,,,,2016년 7월,커플로 여행함
163,,,,2016년 7월,나 혼자 여행함
164,,,,2016년 7월,나 혼자 여행함
165,,,,2016년 6월,커플로 여행함
166,,,,2016년 6월,가족과 여행함
167,,,,2016년 4월,나 혼자 여행함
168,,,,2016년 5월,친구와 여행함
169,,,,2016년 3월,가족과 여행함
170,,,,2016년 6월,커플로 여행함
171,,,,2016년 5월,커플로 여행함
172,,,,2016년 5월,친구와 여행함
173,,,,2016년 3월,나 혼자 여행함
174,,,,2016년 5월,커플로 여행함
175,,,,2016년 5월,커플로 여행함
176,,,,2016년 5월,커플로 여행함
177,,,,2015년 7월,커플로 여행함
178,,,,2016년 4월,나 혼자 여행함
179,,,,2016년 4월,커플로 여행함
180,,,,2016년 3월,가족과 여행함
181,,,,2015년 11월,친구와 여행함
182,,,,2016년 1월,가족과 여행함
183,,,,2015년 9월,커플로 여행함
184,,,,2015년 4월,친구와 여행함
185,,,,2016년 3월,친구와 여행함
186,,,,2016년 3월,가족과 여행함
187,,,,2016년 2월,친구와 여행함
188,,,,2015년 8월,커플로 여행함
189,,,,2015년 6월,커플로 여행함
190,,,,2015년 3월,친구와 여행함
191,,,,2015년 8월,커플로 여행함
192,,,,2015년 9월,커플로 여행함
193,,,,2015년 12월,친구와 여행함
194,,,,2015년 9월,가족과 여행함
195,,,,2016년 1월,가족과 여행함
196,,,,2016년 1월,가족과 여행함
197,,,,2015년 12월,가족과 여행함
198,,,,2015년 12월,가족과 여행함
199,,,,2015년 12월,가족과 여행함
200,,,,2015년 12월,나 혼자 여행함
201,,,,2015년 12월,가족과 여행함
202,,,,2015년 7월,나 혼자 여행함
203,,,,2015년 3월,가족과 여행함
204,,,,2015년 12월,커플로 여행함
205,,,,2015년 11월,친구와 여행함
206,,,,2015년 10월,가족과 여행함
207,,,,2015년 11월,커플로 여행함
208,,,,2015년 3월,나 혼자 여행함
209,,,,2015년 7월,나 혼자 여행함
210,,,,2015년 9월,친구와 여행함
211,,,,2015년 10월,나 혼자 여행함
212,,,,2015년 9월,친구와 여행함
213,,,,2015년 10월,커플로 여행함
214,,,,2015년 10월,가족과 여행함
215,,,,2015년 10월,친구와 여행함
216,,,,2015년 7월,가족과 여행함
217,,,,2015년 9월,커플로 여행함
218,,,,2015년 8월,커플로 여행함
219,,,,2015년 5월,커플로 여행함
220,,,,2015년 8월,가족과 여행함
221,,,,2014년 10월,커플로 여행함
222,,,,2015년 9월,친구와 여행함
223,,,,2014년 10월,친구와 여행함
224,,,,2015년 8월,커플로 여행함
225,,,,2015년 8월,가족과 여행함
226,,,,2015년 8월,가족과 여행함
227,,,,2015년 8월,커플로 여행함
228,,,,2015년 6월,친구와 여행함
229,,,,2015년 7월,커플로 여행함
230,,,,2014년 9월,커플로 여행함
231,,,,2014년 9월,나 혼자 여행함
232,,,,2015년 7월,친구와 여행함
233,,,,2015년 4월,커플로 여행함
234,,,,2014년 11월,친구와 여행함
235,,,,2014년 12월,가족과 여행함
236,,,,2015년 7월,친구와 여행함
237,,,,2015년 7월,커플로 여행함
238,,,,2014년 5월,친구와 여행함
239,,,,2014년 4월,가족과 여행함
240,,,,2013년 8월,친구와 여행함
241,,,,2017년 7월,커플로 여행함
242,,,,2017년 7월,가족과 여행함
243,,,,2016년 6월,가족과 여행함
244,,,,2017년 5월,커플로 여행함
245,,,,2017년 5월,가족과 여행함
246,,,,2017년 5월,친구와 여행함
247,,,,2017년 4월,가족과 여행함
248,,,,2016년 10월,커플로 여행함
249,,,,2017년 4월,가족과 여행함
250,,,,2017년 3월,가족과 여행함
251,,,,2017년 4월,가족과 여행함
252,,,,2016년 10월,커플로 여행함
253,,,,2017년 4월,나 혼자 여행함
254,,,,2017년 3월,친구와 여행함
255,,,,2016년 10월,커플로 여행함
256,,,,2016년 5월,친구와 여행함
257,,,,2016년 10월,친구와 여행함
258,,,,2016년 9월,친구와 여행함
259,,,,2016년 10월,친구와 여행함
260,,,,2016년 9월,커플로 여행함
261,,,,2016년 9월,나 혼자 여행함
262,,,,2016년 9월,나 혼자 여행함
263,,,,2016년 5월,친구와 여행함
264,,,,2016년 8월,친구와 여행함
265,,,,2016년 6월,친구와 여행함
266,,,,2016년 8월,커플로 여행함
267,,,,2016년 8월,친구와 여행함
268,,,,2016년 8월,친구와 여행함
269,,,,2016년 8월,친구와 여행함
270,,,,2016년 8월,친구와 여행함
271,,,,2016년 7월,커플로 여행함
272,,,,2016년 6월,가족과 여행함
273,,,,2016년 7월,출장 목적으로 여행함
274,,,,2016년 7월,커플로 여행함
275,,,,2016년 7월,친구와 여행함
276,,,,2016년 6월,
277,,,,2016년 7월,
278,,,,2016년 5월,
279,,,,2015년 11월,
280,,,,2016년 6월,
281,,,,2016년 5월,
282,,,,2016년 5월,
283,,,,2015년 9월,
284,,,,2015년 9월,
285,,,,2015년 10월,
286,,,,2016년 2월,
287,,,,2015년 5월,
288,,,,2015년 7월,
289,,,,2015년 10월,
290,,,,2015년 11월,
291,,,,2015년 9월,
292,,,,2015년 10월,
293,,,,2015년 10월,
294,,,,2015년 9월,
295,,,,2015년 4월,
296,,,,2015년 8월,
297,,,,2015년 8월,
298,,,,2015년 8월,
299,,,,2015년 7월,
300,,,,2015년 5월,
301,,,,2015년 7월,
302,,,,2015년 7월,
303,,,,2015년 7월,
304,,,,2015년 6월,
305,,,,2015년 6월,
306,,,,2015년 5월,
307,,,,2015년 2월,
308,,,,2014년 8월,
309,,,,2014년 8월,
310,,,,2013년 10월,
311,,,,2014년 6월,
312,,,,2013년 8월,
